Subj,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,DistanceFromHome,PerformanceRating,Education,JobInvolvement,JobLevel,StockOptionLevel,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction
181,31,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,3929,140,95,6984,12,4,1,3,1,1,8,23,7,0,3,4,2,0,2,3,4,3
182,34,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,2311,629,95,5711,27,3,2,3,1,0,2,15,9,3,3,3,2,1,2,4,2,4
184,50,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,3690,328,86,3425,1,3,3,2,1,1,2,15,5,2,2,3,2,0,2,3,3,4
185,53,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,4450,1084,57,26250,13,3,2,4,2,2,1,11,5,3,3,4,2,1,3,4,1,3
186,33,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,2756,931,72,4673,14,3,3,3,1,1,1,13,8,5,3,8,7,1,6,4,2,4
187,40,No,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,19033,989,46,6499,4,3,1,3,5,1,1,14,21,2,3,20,8,9,9,4,3,2
188,55,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,18722,692,61,13339,14,3,4,4,5,0,8,11,36,3,3,24,15,2,15,3,2,4
189,34,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,9547,1069,45,14074,2,3,1,2,2,0,1,17,10,2,2,10,9,1,9,4,3,3
190,51,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,13734,313,98,7192,3,3,3,3,4,0,3,18,21,6,3,7,7,1,0,4,2,3
191,52,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,19999,699,65,5678,1,3,4,2,5,1,0,14,34,5,3,33,18,11,9,3,3,1
192,27,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,2279,894,99,11781,9,3,3,3,1,0,1,16,7,2,2,7,7,0,3,4,2,4
194,43,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,No,2089,1344,37,5228,7,3,3,4,1,3,4,14,7,3,4,5,4,2,2,4,4,4
195,45,No,Non-Travel,Research & Development,Medical,Male,Manager,Married,No,16792,1195,65,20462,2,4,2,2,4,1,9,23,22,1,3,20,8,11,8,1,4,4
196,37,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,3564,290,65,22977,21,3,3,4,1,1,1,12,8,3,2,8,7,1,7,2,1,1
197,35,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,4425,138,37,15986,2,3,3,3,2,0,5,11,10,5,3,6,2,1,2,2,2,4
198,42,No,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,5265,926,36,16439,21,3,2,3,2,1,2,16,11,5,3,5,3,0,2,3,3,2
199,38,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,6553,1261,88,7259,2,3,4,3,2,0,9,14,14,3,3,1,0,0,0,4,3,2
200,38,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,6261,1084,54,4185,29,3,3,3,2,1,3,18,9,3,1,7,7,1,7,4,4,1
201,27,No,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,4298,472,60,9679,1,3,1,2,2,1,5,19,6,1,3,2,2,2,0,3,1,3
202,49,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Yes,6804,1002,92,23793,18,3,4,3,2,2,1,15,7,0,3,7,7,1,7,4,4,1
203,34,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,3815,878,43,5972,10,3,4,3,1,1,1,17,5,4,4,5,3,2,0,4,3,4
204,40,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,2741,905,99,16523,19,3,2,3,2,1,8,15,15,2,4,7,2,3,7,3,4,3
207,22,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,2328,1136,60,12392,5,3,3,4,1,1,1,16,4,2,2,4,2,2,2,4,2,1
208,36,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,2153,635,73,7703,18,3,1,3,1,0,1,13,8,2,3,8,1,1,7,2,4,1
209,40,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,4876,1151,63,14242,9,3,5,2,2,1,9,14,5,5,1,3,2,0,2,4,4,4
210,46,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,9396,644,97,12368,1,3,4,3,3,1,7,16,17,3,3,4,2,0,3,4,1,3
212,30,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,8474,829,88,20925,1,4,1,2,3,0,1,22,12,2,3,11,8,5,8,3,3,3
213,27,No,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,No,9981,1242,90,12916,20,3,3,3,2,0,1,14,7,2,3,7,7,0,7,4,3,4
214,51,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,12490,1469,81,15736,8,3,4,2,3,2,5,16,16,5,1,10,9,4,7,2,2,4
216,41,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,Yes,13591,896,75,14674,6,3,3,3,3,0,3,18,16,3,3,1,0,0,0,4,4,3
219,45,No,Non-Travel,Sales,Medical,Female,Sales Executive,Single,No,8865,1052,57,16840,6,3,3,2,3,0,6,12,23,2,3,19,7,12,8,4,4,4
220,54,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,5940,1147,52,17011,3,3,3,3,2,1,2,14,16,4,3,6,2,0,5,4,1,4
221,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,5914,1396,62,9945,5,3,2,3,2,0,8,16,16,3,4,13,11,3,7,4,2,4
222,33,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,2622,147,47,13248,4,4,4,2,1,0,6,21,7,3,3,3,2,1,1,3,2,4
223,37,No,Travel_Frequently,Research & Development,Other,Male,Research Director,Divorced,Yes,12185,663,47,10056,11,3,3,3,3,3,1,14,10,1,3,10,8,0,7,2,4,3
224,38,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,10609,119,76,9647,3,3,3,3,3,2,0,12,17,6,2,16,10,5,13,1,3,3
225,31,No,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Married,No,4345,979,90,4381,1,3,4,1,2,1,0,12,6,2,3,5,4,1,4,3,3,4
226,59,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2177,142,70,8456,3,3,3,2,1,1,3,17,7,6,3,1,0,0,0,3,4,1
227,37,No,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Divorced,No,2793,319,41,2539,4,3,4,3,1,1,4,17,13,2,3,9,8,5,8,1,4,3
228,29,No,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,No,7918,1413,42,6599,1,3,1,3,3,1,1,14,11,5,3,11,10,4,1,2,4,4
229,35,No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,No,8789,944,92,9096,1,3,3,3,3,0,1,14,10,3,4,10,7,0,8,3,3,1
231,52,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,3212,1323,89,3300,2,3,3,2,1,0,7,15,6,3,2,2,2,2,2,3,4,2
232,42,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,Married,No,19232,532,58,4933,4,3,2,3,5,0,1,11,22,3,3,22,17,11,15,3,4,4
233,59,No,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,2267,818,52,25657,6,3,2,3,1,0,8,17,7,2,2,2,2,2,2,2,3,4
234,50,No,Travel_Rarely,Sales,Medical,Female,Manager,Divorced,No,19517,854,68,24118,1,3,4,3,5,1,3,11,32,3,2,7,0,0,6,4,4,3
236,43,No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Yes,16064,1034,80,7744,16,4,3,3,4,1,5,22,22,3,3,17,13,1,9,4,4,3
238,52,No,Non-Travel,Sales,Life Sciences,Male,Manager,Single,Yes,19068,771,79,21030,2,3,4,2,5,0,1,18,33,2,4,33,7,15,12,1,3,4
239,32,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,3931,1401,56,20990,4,3,2,3,1,1,2,11,6,5,3,4,3,1,2,3,2,1
241,39,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,2232,1431,96,15417,1,3,4,3,1,3,7,14,7,1,3,3,2,1,2,3,3,3
242,32,No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,4465,976,100,12069,26,3,4,3,2,0,0,18,4,2,3,3,2,2,2,3,4,1
243,41,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,3072,1411,36,19877,19,3,2,3,2,2,2,16,17,2,2,1,0,0,0,3,1,1
244,40,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,3319,1300,62,24447,24,3,2,3,2,2,1,17,9,3,3,9,8,4,7,1,4,1
245,45,No,Travel_Rarely,Research & Development,Other,Male,Manager,Married,No,19202,252,70,15970,1,3,3,4,5,1,0,11,25,2,3,24,0,1,7,3,4,3
246,31,No,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,13675,1327,73,13523,3,3,4,3,3,1,9,12,9,3,3,2,2,2,2,2,3,1
247,33,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,2911,832,63,14776,5,3,4,2,1,1,1,13,2,2,2,2,2,0,2,3,4,3
248,34,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,5957,470,84,23687,2,3,4,2,2,1,6,13,13,3,3,11,9,5,9,4,1,2
249,37,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,3920,1017,83,18697,1,3,2,2,1,1,2,14,17,2,2,3,1,0,2,3,1,1
250,45,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,6434,1199,77,5118,7,3,4,4,2,1,4,17,9,1,3,3,2,0,2,1,3,4
252,39,No,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Single,No,10938,505,64,6420,2,4,4,3,3,0,0,25,20,1,3,19,6,11,8,3,3,4
253,29,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,2340,665,60,22673,15,3,3,3,1,0,1,19,6,1,3,6,5,1,5,3,4,1
254,42,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,6545,916,82,23016,17,3,2,4,2,0,3,13,10,1,3,3,2,0,2,4,1,3
255,29,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,6931,1247,45,10732,20,3,2,3,2,1,2,14,10,2,3,3,2,0,2,4,4,4
256,25,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,4898,685,62,7505,1,3,3,3,2,2,0,12,5,3,3,4,2,1,2,1,3,4
257,42,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,2593,269,56,8007,2,3,3,2,1,1,0,11,10,4,3,9,6,7,8,4,1,3
258,40,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,19436,1416,49,5949,2,3,2,3,5,1,0,19,22,5,3,21,7,3,9,1,3,4
259,51,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2723,833,96,23231,1,3,3,3,1,0,1,11,1,0,2,1,0,0,0,3,4,2
261,32,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,2794,1311,100,26062,7,4,3,4,1,0,1,20,5,3,1,5,1,0,3,2,2,3
262,38,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,No,5249,1327,39,19682,2,3,2,2,2,1,3,18,13,0,3,8,7,7,5,4,4,4
263,32,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,2176,128,84,19737,2,3,1,2,2,0,4,13,9,5,3,6,2,0,4,4,1,4
264,46,No,Travel_Rarely,Sales,Technical Degree,Female,Manager,Married,Yes,16872,488,75,14977,2,3,3,1,4,1,3,12,28,2,2,7,7,7,7,3,2,2
266,29,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,6644,1210,78,3687,2,3,3,2,2,2,2,19,10,2,3,0,0,0,0,1,2,2
267,31,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,5582,1463,64,14408,23,4,3,2,2,1,0,21,10,2,3,9,0,7,8,2,4,2
268,25,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,4000,675,85,18384,5,3,2,4,2,2,1,12,6,2,3,6,3,1,5,2,1,4
269,45,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,13496,1385,79,7501,20,3,2,3,4,0,0,14,21,2,3,20,7,4,10,3,4,2
270,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3210,1403,47,20251,6,3,3,3,1,1,0,11,16,4,3,15,13,10,11,4,4,3
271,55,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,Yes,19045,452,81,18938,1,3,3,3,5,0,0,14,37,2,3,36,10,4,13,4,1,3
273,28,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,2070,1158,94,2613,9,4,3,3,1,1,1,23,5,3,2,5,2,0,4,4,4,4
274,37,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,6502,228,98,22825,6,3,4,3,2,1,4,14,7,5,4,5,4,0,1,3,4,2
275,21,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,3230,996,100,10531,3,3,2,2,1,0,1,17,3,4,4,3,2,1,0,4,3,1
276,37,No,Non-Travel,Research & Development,Medical,Female,Research Director,Divorced,Yes,13603,728,80,11677,1,3,4,3,3,2,2,18,15,2,3,5,2,0,2,1,4,1
277,35,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,No,11996,1315,71,19100,22,3,3,4,3,1,7,18,10,6,2,7,7,6,2,2,2,2
278,38,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,5605,322,44,19191,7,4,2,4,2,1,1,24,8,3,3,8,0,7,7,1,1,3
279,26,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,6397,1479,84,26767,1,4,3,3,2,1,1,20,6,6,1,6,5,1,4,3,2,1
280,50,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,No,19144,797,96,15815,4,3,1,3,5,2,3,14,28,4,2,10,4,1,6,1,2,1
281,53,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Yes,17584,1070,45,21016,3,3,4,3,4,3,3,16,21,5,2,5,3,1,3,3,3,4
282,42,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,4907,635,99,24532,1,4,1,3,2,0,1,25,20,3,3,20,16,11,6,2,3,3
283,29,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,4554,442,44,20260,2,3,2,3,2,0,1,18,10,3,2,10,7,0,9,2,4,1
284,55,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Yes,5415,147,37,15972,20,3,2,3,2,1,3,19,12,4,3,10,7,0,8,2,4,4
285,26,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,4741,496,60,22722,11,3,2,3,2,1,1,13,5,3,3,5,3,3,3,1,1,3
286,37,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,2115,1372,42,15881,1,3,3,3,1,0,1,12,17,3,3,17,12,5,7,4,4,2
288,38,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,5745,688,82,18899,23,3,4,3,2,1,9,14,10,2,3,2,2,1,2,4,4,2
290,28,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,3310,1117,66,4488,8,4,2,3,1,0,1,21,5,3,3,5,3,0,2,4,4,4
291,49,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,Single,Yes,18665,636,35,25594,10,3,4,3,5,0,9,11,22,4,3,3,2,1,2,3,1,4
292,36,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,4485,506,30,26285,3,3,3,3,2,0,4,12,10,2,3,8,0,7,7,3,2,4
293,31,No,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Divorced,No,2789,444,84,3909,5,3,3,3,1,1,1,11,2,5,2,2,2,2,2,4,2,3
295,37,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,Yes,2326,889,53,11411,9,3,3,3,1,3,1,12,4,3,2,4,2,1,2,2,4,3
296,42,No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,13525,555,77,14864,26,3,3,3,4,1,5,14,23,2,4,20,4,4,8,3,2,4
298,35,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,8020,1232,96,5100,16,3,3,3,3,2,0,15,12,3,2,11,9,6,9,3,2,3
299,36,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3688,566,81,7122,18,3,4,4,1,2,4,18,4,2,3,1,0,0,0,3,4,4
300,51,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,5482,1302,84,16321,2,3,3,1,2,1,5,18,13,3,3,4,1,1,2,4,2,4
301,41,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,16015,334,88,15896,2,3,4,3,4,0,1,19,22,2,3,22,10,0,4,4,2,2
302,18,No,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,1200,812,69,9724,10,3,3,2,1,0,1,12,0,2,3,0,0,0,0,4,3,1
303,28,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,5661,1476,68,4824,16,3,2,4,2,0,0,19,9,2,3,8,3,0,7,2,1,3
304,31,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,6929,218,100,12241,7,3,3,4,2,1,4,11,10,3,2,8,7,7,7,2,4,2
305,39,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,9613,1132,48,10942,1,3,3,4,3,3,0,17,19,5,2,18,10,3,7,3,4,1
306,36,No,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,5674,1105,47,6927,24,3,4,3,2,1,7,15,11,3,3,9,8,0,8,2,2,3
307,32,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,5484,906,91,16985,7,3,3,2,2,1,1,14,13,3,2,13,8,4,8,4,3,3
308,38,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,No,12061,849,81,26707,25,3,2,2,3,1,3,17,19,2,3,10,8,0,1,1,2,3
309,58,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,5660,390,32,17056,1,3,4,1,2,1,2,13,12,2,3,5,3,1,2,4,3,4
310,31,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,4821,691,86,10077,5,3,4,3,1,1,0,12,6,4,3,5,2,0,3,3,4,3
311,31,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,6410,106,62,17822,2,3,3,2,2,0,3,12,9,1,3,2,2,1,0,1,1,4
312,45,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,5210,1249,97,20308,7,3,3,3,3,1,1,18,24,2,3,24,9,9,11,1,1,1
313,31,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,2695,192,32,7747,2,3,4,3,1,1,0,18,3,2,1,2,2,2,2,3,4,2
314,33,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married,No,11878,553,74,23364,5,3,4,3,3,2,6,11,12,2,3,10,6,8,8,4,2,2
315,39,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,17068,117,99,5355,10,3,1,3,4,0,1,14,21,3,3,21,9,11,10,3,1,4
316,43,No,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,2455,185,33,10675,10,3,4,3,1,0,0,19,9,5,3,8,7,1,7,3,4,1
317,49,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Yes,13964,1091,90,17810,1,3,2,2,4,0,7,12,25,2,3,7,1,0,7,3,3,4
319,27,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,2478,1220,85,20938,5,3,3,3,1,0,1,12,4,2,2,4,3,1,2,3,2,2
320,32,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,Yes,5228,588,65,24624,8,3,2,2,2,0,1,11,13,2,3,13,12,11,9,3,2,4
321,27,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,4478,1377,74,5242,2,3,3,3,2,0,1,11,5,3,3,5,4,0,4,4,3,1
322,31,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,7547,691,73,7143,7,3,3,3,2,3,4,12,13,3,3,7,7,1,7,4,4,4
323,32,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,5055,1018,74,10557,2,3,4,4,2,0,7,16,10,0,2,7,7,0,7,1,4,3
325,30,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,5775,1275,64,11934,28,3,2,3,2,2,1,13,11,2,3,10,8,1,9,4,4,4
326,31,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,8943,798,48,14034,7,4,2,2,3,1,1,24,10,2,3,10,9,8,9,3,3,1
327,39,No,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,No,19272,672,54,21141,7,3,2,2,5,1,1,15,21,2,3,21,9,13,3,3,4,1
329,33,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,4682,508,46,4317,10,3,3,2,2,0,3,14,9,6,2,7,7,0,1,2,4,3
330,47,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,18300,1482,42,16375,5,3,5,3,5,1,4,11,21,2,3,3,2,1,1,4,3,2
331,43,No,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,5257,559,82,6227,10,3,4,2,2,1,1,11,9,3,4,9,7,0,0,3,3,2
332,27,No,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Yes,6349,210,73,22107,1,3,1,3,2,1,0,13,6,0,3,5,4,1,4,3,2,4
333,54,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,4869,928,31,16885,20,3,4,3,2,0,3,12,20,4,2,4,3,0,3,4,3,4
334,43,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,9985,1001,43,9262,7,3,3,3,3,1,8,16,10,1,2,1,0,0,0,3,1,1
335,45,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,No,3697,549,75,9278,8,3,4,3,2,2,9,14,12,3,3,10,9,9,8,4,4,1
336,40,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,7457,1124,57,13273,1,4,2,1,2,3,2,22,6,2,2,4,3,0,2,2,4,3
338,29,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,3983,738,30,7621,9,3,5,2,1,0,0,17,4,2,3,3,2,2,2,2,4,3
339,30,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,6118,570,30,5431,5,3,3,2,2,3,1,13,10,2,3,10,9,1,2,4,3,3
340,27,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,6214,1130,56,3415,8,3,4,3,2,1,1,18,8,3,3,8,7,0,7,2,2,1
341,37,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,6347,1192,61,23177,5,3,2,3,2,2,7,16,8,2,2,6,2,0,4,4,4,3
342,38,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Yes,11510,343,92,15682,15,3,2,2,3,1,0,14,12,3,3,11,10,2,9,3,4,2
343,31,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,7143,1232,39,25713,7,3,4,3,3,0,1,14,11,2,2,11,9,4,10,3,4,3
344,29,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,8268,144,39,11866,10,3,1,2,2,2,1,14,7,2,3,7,7,1,7,4,2,1
345,35,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,No,8095,1296,62,18264,5,3,4,3,3,0,0,13,17,5,3,16,6,0,13,3,2,4
346,23,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,2904,1309,83,16092,26,3,1,3,1,2,1,12,4,2,2,4,2,0,2,3,4,3
347,41,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,6032,483,95,10110,6,3,3,2,2,0,6,15,8,3,3,5,4,1,2,4,2,4
348,47,No,Travel_Frequently,Sales,Medical,Male,Sales Representative,Single,No,2976,1309,99,25751,4,3,1,3,2,0,3,19,5,3,3,0,0,0,0,2,3,1
349,42,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,15992,810,44,15901,23,3,5,3,4,0,2,14,16,2,3,1,0,0,0,1,4,2
350,29,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,No,4649,746,61,16928,2,3,3,3,2,1,1,14,4,3,2,4,3,0,2,4,3,1
351,42,No,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Divorced,Yes,2696,544,52,24017,2,3,1,3,1,1,0,11,4,5,3,3,2,1,0,3,3,3
352,32,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,2370,1062,75,3956,2,3,3,3,1,1,1,13,8,4,3,8,0,0,7,3,2,3
353,48,No,Travel_Rarely,Sales,Medical,Female,Manager,Married,No,12504,530,91,23978,29,4,1,3,3,1,3,21,15,3,1,0,0,0,0,1,3,2
354,37,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,5974,1319,51,17001,6,3,3,4,2,2,4,13,13,2,3,7,7,6,7,3,1,1
